,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,URBANICITY
7333,0,31JAN56,43,0,11.0,69071.0,No,214053.0,z_No,M,z_High School,z_Blue Collar,29,Commercial,13400,6,Minivan,no,0,0,No,1,2819,12.0,Highly Urban/ Urban
7336,0,15FEB66,33,2,12.0,60707.0,No,208744.0,Yes,z_F,Bachelors,Professional,43,Private,10870,1,Sports Car,no,2714,2,No,3,3976,12.0,Highly Urban/ Urban
7345,0,24MAR45,54,0,9.0,88067.3411567477,No,113151.5,z_No,z_F,Bachelors,Manager,50,Private,19440,1,Sports Car,no,3152,2,No,7,8378,13.0,Highly Urban/ Urban
7348,0,18JAN47,52,0,12.0,11545.0,No,0.0,z_No,z_F,z_High School,Home Maker,22,Private,26900,3,z_SUV,no,0,0,No,3,721,1.0,Highly Urban/ Urban
7349,3,15JUL58,41,3,14.000000000000002,73581.0,No,237829.0,Yes,z_F,Bachelors,Professional,12,Private,8860,4,Sports Car,no,2680,1,No,9,7491,11.0,Highly Urban/ Urban
7352,1,30JAN62,37,3,13.0,88137.0,No,256436.0,Yes,M,Masters,z_Blue Collar,52,Commercial,17680,4,Van,yes,25208,2,Yes,0,5847,14.0,Highly Urban/ Urban
7353,0,03NOV55,44,3,14.0,53303.0,No,207701.0,Yes,z_F,z_High School,z_Blue Collar,43,Commercial,11230,1,Sports Car,no,4444,2,No,3,5458,8.0,Highly Urban/ Urban
7357,3,23FEB56,43,3,10.0,36436.0,Yes,0.0,z_No,z_F,<High School,z_Blue Collar,46,Private,31000,1,Pickup,no,0,0,Yes,5,7199,1.0,Highly Urban/ Urban
7365,0,26FEB45,54,0,12.0,52722.0,No,0.0,z_No,M,z_High School,Professional,55,Commercial,21390,6,Van,yes,0,0,No,0,6093,1.0,Highly Urban/ Urban
7369,0,02AUG49,50,0,13.0,42226.0,No,211402.0,Yes,z_F,z_High School,z_Blue Collar,61,Commercial,6500,9,Sports Car,no,43963,2,Yes,0,4477,1.0,Highly Urban/ Urban
7370,0,03OCT64,35,0,8.0,96291.0,No,0.0,z_No,z_F,Bachelors,z_Blue Collar,46,Commercial,14320,15,z_SUV,no,3597,2,No,5,1700,5.0,Highly Urban/ Urban
7376,0,29JAN65,34,2,0.0,0.0,No,0.0,Yes,z_F,z_High School,Student,26,Private,4900,7,z_SUV,no,0,0,No,2,1443,1.0,Highly Urban/ Urban
7377,0,12JUL80,19,0,5.0,3871.0,No,76851.0,Yes,z_F,z_High School,Manager,49,Private,3790,10,Sports Car,no,0,0,No,4,4386,5.0,Highly Urban/ Urban
7380,2,21JUN59,40,2,11.0,63913.0,Yes,0.0,z_No,M,z_High School,z_Blue Collar,5,Commercial,5500,13,Pickup,yes,1896,1,No,1,3549,1.0,Highly Urban/ Urban
7383,0,22DEC61,38,2,12.0,158489.0,No,415676.0,Yes,z_F,PhD,Lawyer,58,Private,5200,1,z_SUV,no,0,0,No,1,1137,16.0,Highly Urban/ Urban
7384,0,31MAY56,43,4,0.0,0.0,Yes,0.0,z_No,z_F,Bachelors,Student,44,Commercial,14080,6,z_SUV,no,3073,1,No,1,3211,7.0,Highly Urban/ Urban
7389,2,02APR59,40,3,14.0,58914.0,Yes,0.0,z_No,M,Bachelors,Professional,14,Private,16220,1,Van,no,9216,2,No,2,4623,10.0,Highly Urban/ Urban
7391,0,09MAY53,46,0,12.0,38388.0,No,0.0,z_No,z_F,z_High School,z_Blue Collar,33,Commercial,14480,17,Sports Car,no,12192,3,No,7,5761,1.0,Highly Urban/ Urban
7405,1,25JAN54,45,3,12.0,80127.0,No,223205.0,Yes,z_F,Bachelors,Professional,48,Private,29850,8,Sports Car,no,10931,1,Yes,3,5181,9.0,Highly Urban/ Urban
7407,0,14AUG65,34,4,0.0,0.0,Yes,0.0,z_No,z_F,z_High School,Student,58,Commercial,11730,7,z_SUV,no,38888,2,Yes,9,5082,1.0,Highly Urban/ Urban
7418,0,08APR59,40,0,11.0,32265.0,No,0.0,z_No,z_F,z_High School,Clerical,46,Private,15850,1,Minivan,no,0,0,No,0,5105,1.0,Highly Urban/ Urban
7420,0,16FEB44,55,0,12.0,164848.0,No,0.0,z_No,M,Masters,z_Blue Collar,24,Commercial,38200,1,Panel Truck,no,1657,2,No,4,3982,12.0,Highly Urban/ Urban
7421,0,11APR65,34,4,13.0,16436.0,No,127447.0,Yes,M,<High School,z_Blue Collar,44,Commercial,23320,1,Panel Truck,no,3939,3,No,0,4878,3.0,Highly Urban/ Urban
7435,0,22MAR67,32,0,11.0,84255.0,No,260802.0,z_No,M,Masters,Professional,50,Private,16050,1,Minivan,no,2253,1,No,4,2121,20.0,Highly Urban/ Urban
7442,0,23AUG60,39,3,14.0,51524.0,Yes,0.0,z_No,z_F,<High School,z_Blue Collar,41,Private,10550,4,z_SUV,no,8454,3,No,7,3857,1.0,Highly Urban/ Urban
7444,0,01DEC75,24,1,10.0,13991.0,No,117778.0,Yes,M,<High School,Clerical,23,Commercial,10960,10,Pickup,yes,0,0,No,1,6850,7.0,Highly Urban/ Urban
7448,0,24JUL48,51,0,13.0,18273.0,No,0.0,z_No,z_F,<High School,Clerical,56,Private,6600,10,z_SUV,no,959,1,No,5,5176,1.0,Highly Urban/ Urban
7451,0,24FEB50,49,0,14.0,115320.0,No,311697.0,Yes,z_F,Masters,Lawyer,44,Private,20540,6,Minivan,no,0,0,No,3,2285,15.0,Highly Urban/ Urban
7452,3,12DEC62,37,3,10.0,60589.0,Yes,0.0,z_No,z_F,Bachelors,Professional,16,Private,11160,10,z_SUV,no,0,0,No,2,779,7.0,Highly Urban/ Urban
7455,0,17JUN46,53,0,13.0,48144.0,No,113151.5,z_No,M,z_High School,Clerical,36,Private,12640,7,Minivan,yes,0,0,No,3,4626,10.0,Highly Urban/ Urban
7461,0,12MAR56,43,0,11.0,45416.0,No,146899.0,Yes,z_F,z_High School,z_Blue Collar,15,Commercial,10340,1,Sports Car,no,0,0,No,3,9605,6.0,Highly Urban/ Urban
7470,0,18SEP51,48,0,12.0,127253.0,No,113151.5,z_No,M,Masters,Manager,56,Commercial,19030,1,Van,yes,0,0,Yes,1,6770,20.0,Highly Urban/ Urban
7471,0,28JAN61,38,0,9.0,62290.0,No,223013.0,z_No,z_F,Bachelors,z_Blue Collar,22,Commercial,14640,11,Minivan,no,0,0,Yes,0,3667,9.0,Highly Urban/ Urban
7475,0,30SEP65,34,3,0.0,0.0,Yes,0.0,z_No,M,z_High School,Student,44,Commercial,31810,6,Panel Truck,yes,1157,3,No,0,8138,1.0,Highly Urban/ Urban
7480,0,19MAR63,36,0,0.0,0.0,No,50322.0,z_No,z_F,<High School,Student,5,Private,12270,10,z_SUV,no,7635,3,No,4,7106,1.0,Highly Urban/ Urban
7481,0,29JUN61,38,0,13.0,23711.0,No,0.0,z_No,M,z_High School,Clerical,24,Private,7670,10,Pickup,yes,3158,3,No,5,5759,9.0,Highly Urban/ Urban
7482,0,16JUL54,45,0,15.0,65166.0,No,254586.0,Yes,z_F,PhD,Doctor,41,Private,11500,3,Sports Car,no,38411,1,Yes,0,5866,15.0,Highly Urban/ Urban
7487,0,02NOV63,36,1,10.0,75263.0,Yes,207877.0,z_No,z_F,Bachelors,Clerical,45,Private,16560,1,z_SUV,no,0,0,Yes,3,5831,12.0,Highly Urban/ Urban
7490,0,22JUL53,46,0,5.0,136371.0,No,0.0,z_No,M,PhD,z_Blue Collar,25,Commercial,27540,1,Panel Truck,no,21880,2,Yes,3,4059,8.0,Highly Urban/ Urban
7494,1,10JUN56,43,2,10.0,41796.0,Yes,0.0,z_No,z_F,z_High School,Clerical,20,Private,17750,10,z_SUV,no,0,0,No,0,4136,1.0,Highly Urban/ Urban
7498,0,13DEC50,49,0,0.0,0.0,No,113151.5,z_No,z_F,Masters,Home Maker,37,Private,6300,6,Sports Car,no,2460,1,No,3,361,12.0,Highly Urban/ Urban
7499,1,31JUL56,43,2,15.0,59346.0,Yes,0.0,z_No,z_F,Bachelors,Professional,29,Private,8090,1,Sports Car,no,5037,3,No,6,12633,16.0,Highly Urban/ Urban
7500,0,10JUL72,27,3,0.0,0.0,No,0.0,Yes,z_F,Bachelors,Student,17,Commercial,22500,1,Pickup,no,0,0,No,5,1220,14.0,Highly Urban/ Urban
7501,0,27JUL63,36,0,11.0,158.0,No,0.0,Yes,M,z_High School,Student,33,Commercial,9850,1,Pickup,yes,0,0,No,3,23642,7.0,Highly Urban/ Urban
7502,1,03DEC40,59,2,14.0,36626.0,Yes,0.0,z_No,M,z_High School,z_Blue Collar,34,Commercial,19790,3,Van,yes,0,0,No,4,4629,10.0,Highly Urban/ Urban
7503,0,15FEB46,53,0,12.0,25972.0,No,97541.0,Yes,z_F,z_High School,Clerical,21,Private,10860,1,z_SUV,no,2457,2,No,4,4797,6.0,Highly Urban/ Urban
7506,2,04AUG55,44,2,11.0,104682.0,Yes,0.0,z_No,z_F,Bachelors,Manager,38,Private,25950,7,Minivan,no,8543,2,No,8,1751,7.0,Highly Urban/ Urban
7510,0,10MAY39,60,0,12.0,77658.0,No,272962.0,Yes,z_F,Masters,Lawyer,64,Private,15270,7,z_SUV,no,7705,1,No,7,840,18.0,Highly Urban/ Urban
7511,0,03MAR59,40,0,11.0,62849.0,No,225934.0,Yes,z_F,Bachelors,Professional,41,Private,11780,1,Sports Car,no,0,0,No,3,3659,8.0,Highly Urban/ Urban
7514,0,18MAR62,37,0,8.0,30848.0,No,160731.0,Yes,M,<High School,z_Blue Collar,25,Commercial,31500,1,Minivan,no,7957,1,No,3,3425,10.0,z_Highly Rural/ Rural
7515,0,12JUN49,50,0,12.0,67399.0,No,266563.0,z_No,M,z_High School,z_Blue Collar,49,Commercial,19240,3,Van,yes,44641,2,Yes,4,19807,1.0,Highly Urban/ Urban
7521,1,13FEB59,40,1,6.0,24498.0,Yes,0.0,z_No,z_F,z_High School,Clerical,36,Private,9920,11,z_SUV,no,0,0,No,0,3076,1.0,Highly Urban/ Urban
7523,0,03JAN59,40,2,13.0,72030.66344778254,No,280943.0,Yes,M,PhD,z_Blue Collar,33,Commercial,26040,10,Panel Truck,yes,0,0,No,0,3353,13.0,Highly Urban/ Urban
7526,0,24MAY65,34,1,11.0,98273.0,Yes,295335.0,z_No,M,Masters,z_Blue Collar,22,Commercial,28190,4,Panel Truck,yes,0,0,No,1,4093,11.0,Highly Urban/ Urban
7528,0,29JUN65,34,3,15.0,26777.0,Yes,0.0,z_No,z_F,z_High School,Clerical,5,Private,4900,3,Sports Car,no,1620,1,No,7,9769,6.0,Highly Urban/ Urban
7529,0,21JUN63,36,2,11.0,93067.0,Yes,0.0,z_No,M,Bachelors,Student,51,Commercial,10810,1,Pickup,yes,0,0,No,2,3489,7.0,Highly Urban/ Urban
7530,1,07SEP60,39,2,8.0,15790.0,Yes,0.0,z_No,z_F,PhD,Lawyer,24,Private,23970,1,z_SUV,no,1849,2,Yes,5,31858,8.0,Highly Urban/ Urban
7533,0,30SEP69,30,1,13.0,20631.0,No,110165.0,Yes,M,z_High School,Clerical,45,Private,4630,3,Minivan,no,0,0,Yes,0,1875,4.0,z_Highly Rural/ Rural
7541,0,21JUN50,49,0,13.0,48983.0,No,190088.0,Yes,M,PhD,z_Blue Collar,38,Commercial,11010,1,Pickup,no,3767,2,No,0,3226,12.0,Highly Urban/ Urban
7545,0,24SEP59,40,0,10.0,59566.0,No,207187.0,z_No,z_F,z_High School,z_Blue Collar,15,Commercial,8260,13,z_SUV,no,0,0,No,1,1139,5.0,Highly Urban/ Urban
7546,0,22MAY46,53,0,0.0,0.0,No,113151.5,Yes,M,z_High School,Student,42,Commercial,21470,6,Minivan,no,4372,3,No,2,1441,5.0,Highly Urban/ Urban
7550,2,12DEC53,46,2,11.25,48124.0,Yes,226555.0,z_No,z_F,z_High School,Professional,26,Private,10810,1,z_SUV,no,0,0,Yes,0,1030,1.0,Highly Urban/ Urban
7551,0,18DEC51,48,0,15.0,34132.0,No,147155.0,Yes,z_F,z_High School,z_Blue Collar,53,Commercial,9610,4,Minivan,no,5047,1,No,3,5479,8.0,Highly Urban/ Urban
7553,0,29JUN55,44,2,17.0,24469.0,No,128238.0,Yes,M,<High School,z_Blue Collar,5,Commercial,27450,4,Panel Truck,yes,0,0,No,4,7338,6.0,Highly Urban/ Urban
7557,0,15APR60,39,1,7.0,55123.0,No,113151.5,Yes,M,z_High School,z_Blue Collar,22,Commercial,20580,11,Van,no,0,0,No,0,5792,5.0,Highly Urban/ Urban
7558,0,03OCT53,46,0,0.0,6262.51497005988,No,0.0,z_No,z_F,z_High School,Student,43,Commercial,8110,10,z_SUV,no,0,0,No,0,2327,8.0,Highly Urban/ Urban
7561,0,17AUG47,52,0,13.0,23714.0,No,121354.0,Yes,M,<High School,z_Blue Collar,59,Commercial,9070,1,Pickup,yes,0,0,No,3,5338,8.0,Highly Urban/ Urban
7566,0,24AUG74,25,4,11.0,49576.0,Yes,160042.0,z_No,z_F,Masters,Manager,5,Private,6460,6,z_SUV,no,3862,2,No,1,2576,16.0,Highly Urban/ Urban
7569,0,21MAR46,53,0,12.0,27652.0,No,145983.0,z_No,M,z_High School,Clerical,19,Private,21460,4,Van,no,6348,1,No,0,2150,6.0,Highly Urban/ Urban
7577,0,22DEC62,37,0,9.0,64947.0,No,0.0,z_No,z_F,z_High School,z_Blue Collar,26,Commercial,34920,1,Minivan,no,0,0,Yes,0,1985,1.0,Highly Urban/ Urban
7578,0,25MAR73,26,1,11.0,42687.0,Yes,0.0,z_No,z_F,z_High School,z_Blue Collar,35,Commercial,17200,1,Minivan,no,0,0,No,6,4130,1.0,Highly Urban/ Urban
7579,0,27DEC57,42,0,9.0,74706.0,No,0.0,z_No,M,Bachelors,Professional,31,Commercial,26530,1,Panel Truck,yes,2884,1,No,8,4665,8.0,Highly Urban/ Urban
7586,0,05MAR57,42,2,14.0,55328.0,Yes,0.0,z_No,M,z_High School,z_Blue Collar,32,Commercial,11230,7,Minivan,no,7607,4,No,2,3381,10.0,Highly Urban/ Urban
7595,0,30JAN54,45,0,12.999999999999998,8234.0,No,0.0,Yes,M,<High School,Student,12,Private,1650,1,Minivan,no,0,0,Yes,3,5238,7.0,Highly Urban/ Urban
7598,0,10DEC72,27,2,12.0,41746.0,Yes,0.0,z_No,M,z_High School,Manager,41,Commercial,8270,10,Pickup,no,6081,4,No,0,3544,1.0,Highly Urban/ Urban
7600,0,01SEP37,62,0,12.0,23264.0,No,205740.0,Yes,M,z_High School,Professional,24,Private,19120,3,Sports Car,yes,2136,3,No,3,2573,1.0,Highly Urban/ Urban
7611,0,17MAY64,35,2,8.75,62783.0,Yes,0.0,z_No,M,z_High School,z_Blue Collar,33,Commercial,4900,10,Pickup,yes,2723,1,No,7,7327,7.0,Highly Urban/ Urban
7615,1,09NOV63,36,2,12.0,95942.0,Yes,0.0,z_No,z_F,Masters,Manager,46,Private,14690,4,z_SUV,no,17070,2,Yes,6,2124,19.0,Highly Urban/ Urban
7617,0,19OCT41,58,0,14.0,2724.0,No,0.0,z_No,z_F,<High School,Student,53,Private,15220,6,z_SUV,no,20511,1,Yes,0,1651,1.0,Highly Urban/ Urban
7629,0,02DEC57,42,0,9.0,27521.0,No,141133.0,Yes,z_F,<High School,z_Blue Collar,29,Private,8350,1,Sports Car,no,536,1,No,0,2849,1.0,Highly Urban/ Urban
7633,2,24AUG58,41,3,11.0,63610.0,Yes,0.0,z_No,M,z_High School,Clerical,10,Private,11960,15,Minivan,no,45931,1,Yes,3,3335,1.0,Highly Urban/ Urban
7637,0,07OCT53,46,0,10.0,70840.0,No,0.0,z_No,M,Bachelors,Professional,26,Private,17140,1,Minivan,yes,4655,2,No,5,5323,1.0,Highly Urban/ Urban
7644,0,30JUL50,49,0,10.0,72030.66344778254,No,113151.5,z_No,z_F,z_High School,z_Blue Collar,24,Commercial,18430,6,z_SUV,no,27389,2,Yes,4,5161,9.0,Highly Urban/ Urban
7645,0,24SEP42,57,0,12.0,35436.0,No,187051.0,Yes,z_F,z_High School,z_Blue Collar,39,Commercial,10100,1,z_SUV,no,0,0,No,4,4857,3.0,Highly Urban/ Urban
7646,0,15OCT37,62,0,12.0,34033.0,No,0.0,z_No,M,z_High School,z_Blue Collar,43,Commercial,19010,10,Van,no,0,0,Yes,5,7843,1.0,Highly Urban/ Urban
7650,0,30OCT65,34,3,0.0,0.0,No,74744.0,Yes,z_F,Bachelors,Home Maker,36,Private,4900,1,Sports Car,no,0,0,No,0,3883,6.0,Highly Urban/ Urban
7658,0,12OCT73,26,3,13.0,7832.0,No,58632.0,Yes,z_F,<High School,Clerical,33,Private,7620,11,z_SUV,no,5304,2,No,11,942,1.0,Highly Urban/ Urban
7668,0,20NOV54,45,1,12.0,51120.0,Yes,0.0,z_No,M,z_High School,Professional,36,Commercial,26840,1,Panel Truck,yes,0,0,Yes,2,4373,8.0,Highly Urban/ Urban
7673,0,31OCT53,46,0,12.999999999999998,33953.0,No,164542.0,Yes,M,<High School,z_Blue Collar,32,Private,12040,4,Minivan,yes,0,0,No,0,2535,6.0,Highly Urban/ Urban
7675,1,28JUN60,39,1,13.0,13765.0,No,82223.0,Yes,z_F,<High School,Clerical,28,Private,22960,1,Minivan,no,0,0,No,0,3505,1.0,Highly Urban/ Urban
7681,0,23MAR54,45,2,12.0,51113.0,Yes,204071.0,z_No,M,Bachelors,Clerical,68,Commercial,11110,1,Pickup,yes,16558,1,Yes,0,18955,13.0,Highly Urban/ Urban
7683,0,28JUN43,56,0,10.0,18237.0,No,128367.0,Yes,z_F,Masters,Lawyer,12,Private,8920,1,z_SUV,no,0,0,Yes,0,2939,17.0,Highly Urban/ Urban
7685,0,26JUN57,42,0,10.5,77508.0,No,113151.5,z_No,M,Bachelors,Professional,38,Commercial,43290,3,Panel Truck,yes,19942,3,Yes,1,1923,8.0,Highly Urban/ Urban
7687,0,01SEP65,34,2,0.0,0.0,No,0.0,Yes,z_F,z_High School,Student,39,Private,15890,1,z_SUV,no,4631,1,No,0,5586,1.0,Highly Urban/ Urban
7690,0,15OCT50,49,0,13.0,55447.0,No,0.0,z_No,z_F,<High School,z_Blue Collar,5,Private,13650,17,z_SUV,no,7062,3,No,0,1158,1.0,Highly Urban/ Urban
7691,0,20MAR65,34,3,8.0,27008.0,No,113151.5,Yes,z_F,z_High School,z_Blue Collar,17,Commercial,25190,1,Pickup,no,0,0,No,5,1562,7.0,Highly Urban/ Urban
7698,0,27OCT46,53,0,6.0,67816.0,No,247605.0,Yes,M,z_High School,z_Blue Collar,30,Commercial,22800,1,Panel Truck,yes,0,0,No,2,20219,1.0,Highly Urban/ Urban
7699,2,13FEB55,44,3,14.0,15385.0,Yes,0.0,z_No,z_F,<High School,Clerical,38,Private,9670,3,z_SUV,no,0,0,No,0,4614,5.0,Highly Urban/ Urban
7701,0,09DEC71,28,3,9.0,10852.0,Yes,0.0,z_No,z_F,<High School,Home Maker,59,Private,10830,6,z_SUV,no,0,0,No,1,3392,1.0,Highly Urban/ Urban
7705,0,25AUG59,40,0,11.0,30069.0,No,168683.0,Yes,z_F,z_High School,Clerical,41,Private,9460,1,Sports Car,no,0,0,Yes,1,7345,1.0,Highly Urban/ Urban
7710,0,07FEB57,42,0,14.0,40480.0,No,164701.0,Yes,M,Bachelors,Clerical,71,Commercial,10830,6,Pickup,yes,0,0,No,0,14811,13.0,Highly Urban/ Urban
7712,0,13NOV60,39,0,12.0,70862.0,No,225345.0,Yes,M,Bachelors,z_Blue Collar,48,Private,4740,6,Pickup,yes,0,0,Yes,0,5005,6.0,Highly Urban/ Urban
7718,0,09DEC60,39,0,0.0,0.0,No,87708.0,Yes,M,<High School,Student,24,Commercial,20260,1,Van,yes,934,2,No,4,3833,1.0,Highly Urban/ Urban
7724,0,02SEP55,44,0,8.0,79899.0,No,0.0,z_No,z_F,Masters,Manager,25,Private,9490,1,Sports Car,no,0,0,No,0,4081,17.0,Highly Urban/ Urban
7727,0,12MAY33,66,0,13.0,70618.0,No,263650.0,Yes,z_F,PhD,Home Maker,89,Private,19810,6,Sports Car,no,0,0,No,0,7539,13.0,Highly Urban/ Urban
7730,0,28OCT56,43,0,11.0,58251.0,No,210945.0,z_No,M,Bachelors,Manager,57,Commercial,19030,4,Van,no,0,0,Yes,0,4783,7.0,Highly Urban/ Urban
7734,0,19FEB47,52,0,13.0,43393.0,No,113151.5,Yes,z_F,z_High School,Clerical,23,Private,12890,1,z_SUV,no,10782,3,No,1,5254,1.0,Highly Urban/ Urban
7735,0,03AUG67,32,3,0.0,0.0,No,64184.0,Yes,z_F,Bachelors,Home Maker,51,Private,13140,6,Sports Car,no,0,0,No,0,5273,4.0,z_Highly Rural/ Rural
7742,0,12JUN80,19,3,11.0,5228.0,Yes,0.0,z_No,z_F,z_High School,Student,28,Commercial,15080,14,z_SUV,no,0,0,No,4,7085,10.0,Highly Urban/ Urban
7745,0,08OCT71,28,1,7.0,24814.0,No,103896.0,Yes,M,<High School,Clerical,26,Private,7750,4,Minivan,yes,5556,1,No,1,3513,8.0,Highly Urban/ Urban
7748,0,26MAY53,46,0,6.0,112465.0,No,0.0,z_No,M,Masters,Manager,36,Commercial,24330,1,Panel Truck,yes,1401,1,No,0,5992,14.0,Highly Urban/ Urban
7749,0,30AUG46,53,0,0.0,0.0,No,66839.0,Yes,z_F,z_High School,Home Maker,6,Private,6800,1,Sports Car,no,0,0,No,1,1911,1.0,Highly Urban/ Urban
7755,0,21OCT64,35,2,12.0,30111.0,Yes,0.0,z_No,M,z_High School,Clerical,48,Private,4510,6,Pickup,yes,7654,2,No,9,2976,1.0,Highly Urban/ Urban
7759,0,21JUN52,47,0,16.0,54807.0,No,183953.0,Yes,z_F,z_High School,z_Blue Collar,43,Commercial,7280,1,Pickup,no,4009,2,No,2,3012,6.0,Highly Urban/ Urban
7762,3,05MAR57,42,3,4.0,19759.0,Yes,0.0,z_No,M,<High School,z_Blue Collar,30,Private,15100,1,Minivan,yes,35863,2,Yes,4,2972,8.0,Highly Urban/ Urban
7763,0,26DEC51,48,0,11.999999999999998,28107.0,No,0.0,z_No,z_F,z_High School,Clerical,58,Private,9010,1,Sports Car,no,8598,1,No,3,3169,9.0,Highly Urban/ Urban
7768,0,26JUN46,53,0,10.0,41924.0,No,0.0,z_No,z_F,z_High School,Home Maker,81,Private,6800,1,z_SUV,no,0,0,No,0,3998,7.0,z_Highly Rural/ Rural
7770,0,25JUN67,32,4,12.0,4564.0,Yes,0.0,z_No,z_F,z_High School,Student,31,Commercial,13810,4,Sports Car,no,0,0,No,0,7802,1.0,Highly Urban/ Urban
7772,0,28JUL33,66,0,7.0,78458.0,No,267837.0,Yes,M,Bachelors,z_Blue Collar,40,Commercial,14910,13,z_SUV,yes,3894,4,No,0,4771,13.0,Highly Urban/ Urban
7773,1,28JAN59,40,2,14.0,67700.0,Yes,200231.0,z_No,M,Bachelors,Manager,47,Private,17430,1,Van,yes,6452,4,No,4,4848,7.0,Highly Urban/ Urban
7776,0,18JAN45,54,1,11.0,43673.0,Yes,172395.0,z_No,z_F,z_High School,z_Blue Collar,39,Commercial,18690,7,Minivan,no,0,0,No,1,53796,1.0,Highly Urban/ Urban
7784,0,20AUG57,42,0,13.0,40277.0,No,156362.0,z_No,M,Bachelors,Professional,46,Commercial,5530,6,Pickup,yes,8942,2,No,6,4927,9.0,Highly Urban/ Urban
7790,0,28FEB73,26,0,10.0,12240.0,No,101334.0,z_No,z_F,<High School,Student,21,Private,5320,1,Sports Car,no,6094,2,No,0,3758,6.0,Highly Urban/ Urban
7795,1,22JUN58,41,1,11.0,65483.0,No,113151.5,Yes,M,PhD,z_Blue Collar,30,Commercial,5620,17,Pickup,yes,7351,2,No,0,1331,18.0,Highly Urban/ Urban
7796,0,20SEP51,48,0,7.0,24601.0,No,128982.0,z_No,M,PhD,z_Blue Collar,21,Commercial,8760,1,Pickup,no,0,0,No,1,3455,10.0,Highly Urban/ Urban
7802,0,26MAR49,50,0,8.0,30956.0,No,166846.0,Yes,M,z_High School,Clerical,11,Commercial,17400,4,Van,no,3288,2,No,3,4536,7.0,Highly Urban/ Urban
7805,1,17MAY63,36,2,12.0,32474.0,No,108745.0,Yes,M,z_High School,Clerical,59,Private,8350,4,Pickup,no,0,0,No,0,5282,1.0,z_Highly Rural/ Rural
7806,0,20APR63,36,0,12.0,75971.8968373494,No,0.0,z_No,z_F,Bachelors,Professional,44,Private,18320,1,Minivan,no,8143,2,No,1,2959,10.0,Highly Urban/ Urban
7810,0,23JUN42,57,0,13.0,117612.0,No,113151.5,Yes,M,PhD,z_Blue Collar,24,Commercial,7390,6,Pickup,no,0,0,No,2,16916,16.0,Highly Urban/ Urban
7817,2,14SEP38,61,3,14.0,108990.0,Yes,0.0,z_No,M,PhD,Doctor,34,Private,37510,6,z_SUV,yes,0,0,No,0,8420,12.0,Highly Urban/ Urban
7821,0,06OCT64,35,0,10.0,18047.0,No,97247.0,Yes,M,<High School,z_Blue Collar,5,Commercial,6950,11,Pickup,no,0,0,No,1,6503,4.0,Highly Urban/ Urban
7823,0,04JUL51,48,0,9.0,29928.0,No,102900.0,Yes,z_F,z_High School,Clerical,18,Private,17630,1,z_SUV,no,3826,4,No,2,3161,9.0,Highly Urban/ Urban
7824,0,19JUN49,50,0,12.5,160103.0,No,376152.0,Yes,z_F,Masters,Lawyer,29,Private,22460,13,Pickup,no,0,0,No,0,3801,14.0,Highly Urban/ Urban
7828,0,04NOV53,46,0,12.999999999999998,72383.0,No,224700.0,Yes,M,Bachelors,Professional,31,Private,13340,10,Minivan,no,3990,2,No,0,1592,9.0,Highly Urban/ Urban
7835,0,06MAR57,42,0,12.0,72030.66344778254,No,175107.0,Yes,z_F,z_High School,z_Blue Collar,77,Commercial,13480,1,z_SUV,no,3819,2,No,0,4931,8.0,Highly Urban/ Urban
7842,1,30APR56,43,1,12.0,71235.0,Yes,0.0,z_No,M,Bachelors,Professional,12,Private,17160,1,Van,no,3744,2,No,0,4340,6.0,Highly Urban/ Urban
7866,0,15APR71,28,2,10.0,23427.0,No,98357.0,Yes,z_F,<High School,Clerical,50,Private,7040,4,Sports Car,no,5283,4,No,1,5618,1.0,Highly Urban/ Urban
7867,0,20JUN59,40,0,10.0,0.0,No,0.0,Yes,z_F,<High School,Student,46,Private,14810,7,Minivan,no,7846,2,No,2,3029,6.0,Highly Urban/ Urban
7871,1,20JUN54,45,2,12.0,47907.0,Yes,0.0,z_No,z_F,Bachelors,Clerical,40,Private,11930,7,Minivan,no,4658,3,No,6,1538,9.0,Highly Urban/ Urban
7872,0,19MAR58,41,0,11.0,95903.0,No,285983.0,Yes,z_F,Bachelors,Professional,30,Commercial,39540,1,Van,no,6599,2,No,6,6693,8.0,Highly Urban/ Urban
7878,0,09MAY71,28,4,0.0,0.0,Yes,81076.0,z_No,z_F,<High School,Home Maker,27,Private,4300,1,z_SUV,no,0,0,No,0,3490,6.0,Highly Urban/ Urban
7881,0,24FEB64,35,0,13.0,62971.0,No,0.0,z_No,M,<High School,Manager,36,Commercial,19760,1,Van,yes,7908,1,No,10,2716,1.0,Highly Urban/ Urban
7883,0,11DEC63,36,0,10.0,78260.0,No,259867.0,Yes,z_F,Masters,Lawyer,57,Private,23610,1,z_SUV,no,6011,3,No,9,4363,16.0,Highly Urban/ Urban
7884,0,10SEP67,32,2,0.0,0.0,No,0.0,Yes,M,z_High School,Student,29,Commercial,7410,6,Pickup,no,1491,2,No,8,2922,1.0,Highly Urban/ Urban
